Timestamp;Entity Name;Accelerom. vector X;Accelerom. vector Y;Accelerom. vector Z;CO2;Color Temp.;Light data ALL;Light_Blue;Light_Green;Light_Red;Light_White;NO2;PM2.5;RH;T
2025-03-28 14:01:22;DS-0017;-719;775.8000488;-520;350;22782;1114.351074;19649;35419;37924;56597;17.9;17.59350395;24.0737915;25.56236267
2025-03-28 14:01:23;DS-0012;-936.6000366;414;267.2000122;367;29503;406.8218384;5118;12930;16823;59879;7.83;17.36196899;24.00665283;25.6451416
2025-03-28 14:01:26;DS-0015;3.599999905;-1024.800049;121.8000031;366;47919;288.2931824;3878;9162;10646;37307;-0.45;14.85286903;23.56567383;25.90015411
2025-03-28 14:01:29;DS-0014;-264.3999939;-909.3999634;145.2000122;319;31145;345.9153137;4532;10993;14898;53842;10.1;17.5875206;20.90377808;28.2673645
2025-03-28 14:01:30;DS-0018;719.5999756;1.200000763;-680.7999878;516;26103;393.7659912;5326;12514;14567;55832;-3.47;16.85925293;29.24041748;21.71581268
2025-03-28 14:01:31;DS-0016;-964.5999756;-262.6000061;385.5999756;346;38417;254.2534332;3135;8080;10808;42394;46.96;16.61489868;27.94799805;23.22319031
2025-03-28 14:01:31;DS-0019;-649.2000122;-801.6000366;-244.2000122;499.5;44662;804.4384766;11683;25568;36035;65533;26.3;15.70502377;27.5177002;23.47953796
2025-03-28 14:01:32;DS-0017;-619.2000122;767.5999756;-451.3999939;360;29073;804.2246094;14072;25560;27562;43177;18.64;16.67176628;24.48654175;25.40748596
2025-03-28 14:01:33;DS-0012;-1042.800049;394.2000122;504.7999878;365.5;28400;298.3980713;3780;10495;13250;46538;12.52;17.32494354;24.21722412;25.48892975
2025-03-28 14:01:33;DS-0013;495.5999756;-1097.200073;-525.3999634;378.5;53715;1694.599121;42649;53863;57365;65533;9.79;17.12451363;22.19085693;26.47426605
2025-03-28 14:01:36;DS-0015;-114;-966.5999756;253.4000092;378.5;35766;212.3235474;2956;7171;8276;30170;0.46;14.99809456;23.75488281;25.81203461
2025-03-28 14:01:40;DS-0014;-77;-1063.800049;41.40000153;316;27137;345.7013245;4585;10985;14857;53746;8.7;18.03156853;20.99380493;28.14319611
2025-03-28 14:01:40;DS-0018;796.2000122;-58.79999924;-737.5999756;517;39716;412.9691467;5709;13125;15436;59305;0.42;17.05988503;29.26177979;21.64104462
2025-03-28 14:01:42;DS-0016;-898.7999878;-256.7999878;402.1999817;361;28116;331.1731262;4131;10525;14419;55750;43.52;16.66849518;27.97775269;23.12572479
2025-03-28 14:01:42;DS-0017;-805;778;-460;371.5;49360;825.3720093;11397;26234;31158;58092;18.49;16.57669258;24.70855713;25.28064728
2025-03-28 14:01:42;DS-0019;-595.6000366;-699.8000488;-202.3999939;483.5;27165;674.8233032;9699;21448;30289;65533;13.71;15.34856129;27.80761719;23.45283508
2025-03-28 14:01:43;DS-0012;-914.2000122;462.3999939;420.5999756;374.5;32690;281.3971252;3315;8942;11368;39708;-1.24;17.56164169;24.51705933;25.41015625
2025-03-28 14:01:43;DS-0013;551.7999878;-962.2000122;-376.1999817;384;35830;1660.584717;35720;52782;58370;65533;0.12;16.69494247;22.41668701;26.35944366
2025-03-28 14:01:47;DS-0015;91;-833.5999756;179.4000092;411;22239;210.5366211;2635;6690;7588;28564;-6.49;15.14689064;24.07836914;25.71456909
2025-03-28 14:01:51;DS-0018;791.2000122;-52;-702;508;17816;239.3665771;3440;7606;8963;35220;-7.84;17.333004;29.47540283;21.59965515
2025-03-28 14:01:52;DS-0016;-957;-155.6000061;200;367.5;28684;330.1034851;4298;10491;13982;51276;39.15;17.06427574;28.25775146;23.07365417
2025-03-28 14:01:52;DS-0019;-632.4000244;-787.5999756;-251.7999878;483;30510;314.7384033;4536;10003;13961;44871;17.44;14.86149502;27.80151367;23.3927536
2025-03-28 14:01:53;DS-0012;-996.7999878;338.7999878;654;378;28997;126.2741394;1251;4012;4839;22008;4.52;17.55658722;24.65133667;25.26863098
2025-03-28 14:01:53;DS-0013;327.4000244;-730.8000488;-509;383;39318;728.8148804;10674;23165;28540;61031;5.72;17.23570633;22.6524353;26.16317749
2025-03-28 14:01:54;DS-0014;-212.6000061;-963.7999878;122.1999969;314.5;25187;207.5479126;2819;6595;8829;32558;8.97;17.52643585;21.27456665;27.88150787
2025-03-28 14:01:57;DS-0015;45.60000229;-1064.800049;83.6000061;419.5;28344;77.51113892;1030;2461;2801;10346;-2.73;15.66463089;23.93875122;25.63312531
2025-03-28 14:01:57;DS-0017;-694.2000122;703.4000244;-519;395;40850;380.0619507;5134;12079;14587;44070;18.68;16.74921799;24.76272583;25.08037567
2025-03-28 14:02:01;DS-0018;732.8000488;-57.40000153;-675;510.5;37164;122.5933304;1484;3894;4420;20144;-3.24;17.81305695;29.39682007;21.49951935
2025-03-28 14:02:02;DS-0016;-1054;89.80000305;359.6000061;364.5;32691;92.51127625;912;2939;3421;17100;42.77;18.11801338;28.24554443;23.00422668
2025-03-28 14:02:02;DS-0019;-723.5999756;-642.5999756;-177.1999969;470;16585;323.8681335;7054;10293;12209;25635;24.17;14.74538422;27.68936157;23.29795837
2025-03-28 14:02:03;DS-0013;296;-437.7999878;-651.7999878;384.5;26241;183.348877;2726;5826;7359;28448;8.52;17.41562653;22.65472412;26.00028992
2025-03-28 14:02:05;DS-0014;-374;-921.7999878;150.1999969;352.5;33505;48.2533493;785;1532;1745;7188;12;17.57330704;21.22497559;27.75733948
2025-03-28 14:02:07;DS-0015;-13;-960.2000122;217.2000122;420.5;28889;21.04674149;220;667;668;3516;0.03;15.07807541;24.01123047;25.56770325
2025-03-28 14:02:07;DS-0017;-675.7999878;706.7999878;-534.5999756;408;25534;111.8780441;1110;3555;3974;20611;19.6;17.55035973;24.8550415;24.94419098
2025-03-28 14:02:08;DS-0012;-1069.200073;426.7999878;511;390.5;44971;206.616684;2269;6566;7855;28672;10.36;17.76077652;24.67346191;25.0630188
2025-03-28 14:02:12;DS-0016;-932.4000244;-135.8000031;224.8000031;370.5;38740;95.11616516;956;3021;3630;19545;44.51;18.16074371;28.30352783;22.9561615
2025-03-28 14:02:12;DS-0019;-614.2000122;-765.4000244;-111.5999985;468.5;17627;92.43577576;1268;2937;3926;16733;27.63;14.02510643;27.74047852;23.27659607
2025-03-28 14:02:14;DS-0013;537.5999756;-761.7999878;-490.2000122;388.5;28239;128.3819733;1923;4078;5042;21062;11.66;16.96596718;22.83172607;25.8814621
2025-03-28 14:02:15;DS-0014;-343;-1013.599976;194.3999939;405;54767;36.37405396;569;1154;1321;5810;13.96;17.95786285;21.26159668;27.71327972
2025-03-28 14:02:15;DS-0018;717.6000366;26.80000305;-772;505.5;29711;100.8670502;1251;3204;3535;17160;-2.29;18.62021637;29.53338623;21.38870239
2025-03-28 14:02:17;DS-0015;-93.80000305;-989.7999878;328.2000122;424.5;23342;14.41497231;162;455;465;2538;1.54;14.47152042;24.15313721;25.52764893
2025-03-28 14:02:17;DS-0017;-841.8000488;672.4000244;-560.2000122;414.5;29254;106.0579529;1054;3369;3741;18985;20.93;17.52690887;24.98626709;24.74658966
2025-03-28 14:02:19;DS-0012;-955;294.6000061;451.8000183;395;26660;119.7115936;1079;3803;4276;18937;10.6;17.51574707;24.84283447;24.97623444
2025-03-28 14:02:24;DS-0013;601.5999756;-1102.800049;-616.7999878;392.5;32617;117.1947861;1750;3723;4562;18820;11.34;17.55900192;22.9019165;25.8026886
2025-03-28 14:02:25;DS-0014;-239;-932.1999512;113.5999985;411;42672;13.36420822;107;423;494;3321;15.76;18.42349815;21.41265869;27.68123627
2025-03-28 14:02:26;DS-0018;729;-5.400000572;-732.3999634;502;39075;87.72935486;981;2787;2935;15145;4.22;18.55077171;29.86679077;21.36066437
2025-03-28 14:02:27;DS-0016;-1049.199951;-4.200000763;242;379;39754;80.4495163;673;2555;2845;15200;44.02;18.09226608;28.64456177;22.92945862
2025-03-28 14:02:27;DS-0017;-794.7999878;671.5999756;-540;416.5;38224;92.98316956;899;2953;3254;17617;21.86;16.93628311;25.21591187;24.55833435
2025-03-28 14:02:27;DS-0019;-714.7999878;-716.5999756;-231.3999939;467.5;30278;78.58078766;1080;2495;3201;13723;21.69;13.79052258;27.87246704;23.31264496
2025-03-28 14:02:29;DS-0012;-1077.400024;306.3999939;500.2000122;407;36545;207.8939514;2473;6607;7948;27020;6.53;16.85071564;25.0617981;24.89212036
2025-03-28 14:02:32;DS-0015;8.199999809;-1035.599976;221.6000061;429;27013;22.09750366;251;701;707;3426;0.46;15.23017311;24.49264526;25.48892975
2025-03-28 14:02:35;DS-0014;-260.7999878;-1073.199951;169.8000031;419.5;28513;10.72156811;55;339;393;3084;17.17;18.16109276;21.54693604;27.66921997
2025-03-28 14:02:36;DS-0018;719.7999878;-12.19999886;-754.2000122;501.5;20457;116.6536865;1304;3706;4006;19861;2.58;18.09427071;30.11703491;21.3526535
2025-03-28 14:02:37;DS-0016;-230.3999939;44.39999771;931.4000244;386.5;30687;93.17823792;733;2959;3345;18888;43.43;17.69616508;28.9024353;22.92945862
2025-03-28 14:02:37;DS-0017;-705.8000488;674;-483.6000061;416;26732;98.00419617;1000;3113;3497;19073;23.99;16.98437119;25.54092407;24.39945221
2025-03-28 14:02:37;DS-0019;-763.5999756;-641.1999512;-288.2000122;465.5;47010;82.15464783;1111;2609;3357;15656;23.48;13.97583961;28.06930542;23.2926178
2025-03-28 14:02:38;DS-0013;616;-876.4000244;-607.5999756;410;46168;263.7732239;3938;8383;10860;38307;6.98;17.25847816;23.20861816;25.6785202
2025-03-28 14:02:39;DS-0012;-981.2000122;421.4000244;471.2000122;420.5;32718;177.7553101;2033;5648;6563;25982;9.64;16.68408203;25.2784729;24.75193024
2025-03-28 14:02:42;DS-0015;-57;-1047.599976;298.6000061;436;53994;24.43183517;295;774;779;3583;1;16.0866375;24.53689575;25.45555115
2025-03-28 14:02:45;DS-0014;-190;-1044.600098;181.3999939;423.5;31072;11.25638866;69;355;422;3213;10.93;17.6082077;21.73309326;27.65453339
2025-03-28 14:02:46;DS-0018;668.8000488;-15.39999962;-550.7999878;501.5;38021;129.6403656;1661;4119;4450;20428;1.14;17.57763863;30.27877808;21.32728577
2025-03-28 14:02:47;DS-0016;-245.8000031;178;978.8000488;390.5;41770;99.3192215;645;3154;3571;20571;42.57;16.87737656;29.22210693;22.89875031
2025-03-28 14:02:47;DS-0017;-751.2000122;742.7999878;-521.7999878;413.5;25698;105.4350433;1141;3350;3757;19898;20.99;17.05643082;25.9185791;24.28329468
2025-03-28 14:02:47;DS-0019;-765;-628.5999756;-319.4000244;462;30223;84.62110901;1218;2688;3437;15121;20.83;13.88700676;28.15475464;23.26725006
2025-03-28 14:02:49;DS-0012;-1027.800049;448;403.3999939;426.5;22474;142.5641479;1483;4530;5249;26060;9.35;16.83609772;25.4699707;24.66114044
2025-03-28 14:02:49;DS-0013;532.7999878;-884.4000244;-821;415;24932;149.6552124;2278;4755;5927;24243;8.97;17.95355797;23.41461182;25.59307098
2025-03-28 14:02:52;DS-0015;-89.3999939;-983.7999268;108.8000031;440.5;14154;25.12395668;317;796;812;3649;0.09;16.52776718;24.6307373;25.4328537
2025-03-28 14:02:56;DS-0018;943.4000854;-71.20000458;-708.2000122;500.5;26392;130.3513641;1543;4143;4520;21839;2.38;17.08309746;30.2772522;21.29924774
2025-03-28 14:02:57;DS-0016;-302;261.3999939;890.4000244;396.5;43034;92.22813416;612;2930;3323;19073;35.51;16.26924324;29.39605713;22.877388
2025-03-28 14:02:57;DS-0019;-720.7999878;-611.5999756;-192.8000031;461.5;46134;84.87908173;1166;2696;3459;15795;13.88;13.81569672;28.24935913;23.26457977
2025-03-28 14:02:59;DS-0012;-951.2000122;394;502.5999756;430;27611;196.4614258;2477;6244;7295;28263;5.36;16.3919754;25.62561035;24.55833435
2025-03-28 14:02:59;DS-0013;327.3999939;-574.2000122;-633;421;52162;151.5994568;2330;4817;5986;24601;6.49;18.06637001;23.73657227;25.47424316
2025-03-28 14:03:00;DS-0014;-148.8000031;-1008.599976;33.20000076;429;24679;91.18366241;514;2896;3651;22158;10.59;17.6749115;21.84829712;27.65586853
2025-03-28 14:03:02;DS-0015;-158.5999908;-1100.199951;556.5999756;451;48632;22.82737732;266;723;746;3410;-3.55;15.86364746;24.67651367;25.37410736
2025-03-28 14:03:02;DS-0017;-824.5999756;723.5999756;-516.5999756;410.5;36323;121.2153854;1317;3851;4333;21936;20.74;16.53616333;26.00097656;24.12975311
2025-03-28 14:03:06;DS-0018;806;0.199999809;-773.7999878;501;31635;130.4142761;1575;4143;4589;21520;-4.25;16.80131531;30.31387329;21.28322601
2025-03-28 14:03:07;DS-0016;-339.8000183;334.7999878;957.3999634;398;35667;111.0223465;793;3527;4017;22954;29.96;17.58888245;29.52651978;22.84667969
2025-03-28 14:03:07;DS-0019;-848;-633.5999756;-286.2000122;457.5;35321;196.776001;2827;6253;8524;26308;15.36;14.00949287;28.06854248;23.17779541
2025-03-28 14:03:09;DS-0013;356.3999939;-516.5999756;-872.4000244;422;35422;159.6343384;2473;5071;6334;24379;5.17;17.47985649;23.84872437;25.32871246
2025-03-28 14:03:11;DS-0014;-238.6000061;-1015.799988;144.8000031;432;28284;25.30642319;7;803;930;8594;10.9;18.20771027;21.85592651;27.61581421
2025-03-28 14:03:12;DS-0015;13.59999943;-993.4000244;338.2000122;458.5;28124;23.21118927;319;735;759;3208;-4.01;15.64706707;24.57046509;25.30334473
2025-03-28 14:03:13;DS-0017;-823.4000244;667.2000122;-520;408.5;45674;142.3313293;1848;4522;5088;22489;18.61;15.55854797;25.99334717;23.99089813
2025-03-28 14:03:14;DS-0012;-1020.200012;498.6000061;428;429.5;25421;143.9735565;1650;4574;5236;24048;3.37;16.6336441;25.58898926;24.39411163
2025-03-28 14:03:18;DS-0016;-340.6000061;270.6000061;921.8000488;400.5;13082;119.4850845;889;3796;4313;23138;30.5;17.70033836;29.30679321;22.81864166
2025-03-28 14:03:18;DS-0019;-718.2000122;-620.2000122;-98;453;39404;168.7828979;2625;5363;7154;25082;14.22;13.85160923;27.91366577;23.08166504
2025-03-28 14:03:19;DS-0013;371;-351.2000122;-744.7999878;425;29165;233.7163391;3568;7427;9447;34717;0.02;18.32015991;23.81439209;25.24326324
2025-03-28 14:03:21;DS-0014;-186.3999939;-1022;210.7999878;438;27311;18.01399612;192;570;679;3986;8.79;19.34648705;21.74072266;27.54638672
2025-03-28 14:03:22;DS-0018;689.8000488;-36.59999847;-737.4000244;505;48104;137.8388519;1748;4380;4793;21813;-8.91;16.90349007;29.92935181;21.23649597
2025-03-28 14:03:23;DS-0015;15;-944.4000244;241.1999969;455.5;33494;23.5320816;295;746;768;3499;-6.52;16.20170784;24.40109253;25.21522522
2025-03-28 14:03:23;DS-0017;-717.8000488;705.2000122;-491.4000244;408;27097;137.3040314;1657;4362;4981;24550;18.02;15.55547428;25.85220337;23.81065369
2025-03-28 14:03:24;DS-0012;-910;351.2000122;394.7999878;430.5;35649;141.7524719;1859;4504;5072;20335;-1.33;16.32459259;25.48828125;24.28329468
2025-03-28 14:03:29;DS-0013;440.4000244;-567.7999878;-673.7999878;492;43420;278.9998474;4205;8865;11218;42584;3.7;18.96381378;23.68087769;25.08705139
2025-03-28 14:03:31;DS-0014;-402.3999939;-1034.199951;175.1999969;439.5;22151;24.35004044;318;772;905;4839;11.01;18.45091248;21.61941528;27.46761322
2025-03-28 14:03:32;DS-0016;-533.7999878;373.7999878;764.3999634;406.5;43259;119.4599075;1034;3794;4325;21283;34.77;18.18995285;28.72924805;22.72251129
2025-03-28 14:03:32;DS-0018;789.5999756;-102.7999954;-801.8000488;502.5;44693;142.3250427;1772;4522;4982;22773;-0.82;17.01474571;29.61730957;21.14971161
2025-03-28 14:03:32;DS-0019;-740;-565;-237.3999939;570.5;34324;94.56246948;1349;3005;3823;15736;14.79;13.4669466;27.61917114;22.9561615
2025-03-28 14:03:33;DS-0017;-713.5999756;551.2000122;-637.4000244;405;21317;141.9412231;1698;4510;5146;24735;21.61;16.24103928;25.7232666;23.56899261
2025-03-28 14:03:34;DS-0012;-891.3999634;377.3999939;491.3999939;426.5;23112;197.1283569;2228;6264;7363;30919;7.45;16.53487587;25.42495728;24.10438538
2025-03-28 14:03:37;DS-0015;-171.4000092;-948.8000488;173;453;34877;24.78418922;313;786;796;3455;-3.01;16.32287979;24.15390015;25.08838654
2025-03-28 14:03:41;DS-0014;-320;-888;51;439;27786;27.93018913;389;885;1029;5165;9.03;17.614851;21.61102295;27.42088318
2025-03-28 14:03:42;DS-0018;703.5999756;-285;-273.7999878;498.5;24841;149.4727478;2011;4749;5249;23717;5.11;16.78282166;29.48226929;21.07093811
2025-03-28 14:03:43;DS-0016;-532.7999878;129.2000122;638.5999756;412;41005;171.1486816;1837;5438;6864;28670;34.72;18.68432426;28.42407227;22.57164001
2025-03-28 14:03:43;DS-0017;-744.5999756;656.5999756;-543.5999756;420;22740;137.1718903;1721;4359;4846;21765;22.51;17.14480782;25.84915161;23.41945648
2025-03-28 14:03:43;DS-0019;-859.8000488;-610.4000244;-270.7999878;568.5;39291;93.89552307;1407;2982;3776;16019;21.76;13.25766659;27.38418579;22.77458191
2025-03-28 14:03:44;DS-0013;455;-879.4000244;-721.7999878;474.5;35710;173.8479462;2684;5525;6993;26063;6.38;19.29731369;23.52676392;24.8507309
2025-03-28 14:03:45;DS-0012;-954.1999512;362.6000061;457.1999817;429.5;32316;157.4447021;1558;5003;5689;27696;7.45;16.73724556;25.34332275;23.90544891
2025-03-28 14:03:48;DS-0015;-31;-1045;147.3999939;454;29901;26.5711174;355;843;861;3639;-0.96;15.80840588;24.07531738;25.00694275
2025-03-28 14:03:51;DS-0014;-317.7999878;-1007.800049;67.19999695;440.5;44189;20.48675346;232;649;770;4420;9.37;17.07620049;21.58355713;27.29137421
2025-03-28 14:03:52;DS-0018;805.7999878;-38;-703.7999878;496.5;26878;149.7181244;1916;4756;5333;24167;4.45;16.47686958;29.52041626;21.04690552
2025-03-28 14:03:53;DS-0016;-479.7999878;300.3999939;939.8000488;412;26219;96.63253784;745;3069;3500;18713;31.87;18.43288612;28.50723267;22.51155853
2025-03-28 14:03:53;DS-0017;-780.7999878;890.5999756;-408;418.5;44016;151.3981018;1776;4810;5483;25523;22.99;17.17979813;25.91934204;23.26858521
2025-03-28 14:03:53;DS-0019;-628;-608.2000122;-175.6000061;525.5;18461;104.5478668;1692;3321;4089;14834;24.48;13.86828709;27.47192383;22.68112183
2025-03-28 14:03:55;DS-0012;-927.7999878;388.7999878;465.3999939;367.5;24904;294.786499;3346;9368;11311;42039;9.99;16.43052864;25.48370361;23.76792908
2025-03-28 14:03:55;DS-0013;422.3999939;-686.5999756;-580.2000122;465;38660;511.7912598;7744;16267;21351;63442;12.29;18.22509003;23.58322144;24.73724365
2025-03-28 14:03:58;DS-0015;48.99999619;-1017;165.8000031;453.5;7480;22.89658737;298;727;746;3152;-1.25;15.50796223;24.20043945;24.91481781
2025-03-28 14:04:03;DS-0016;-444;315.2000122;742.7999878;410.5;38896;134.0007172;1085;4257;5172;27801;32.27;17.86214828;28.54156494;22.45147705
2025-03-28 14:04:03;DS-0018;832;-132.6000061;-836.7999878;498;24751;145.3388977;1808;4618;5143;23463;3.67;16.42851257;29.53491211;21.02153778
2025-03-28 14:04:03;DS-0019;25.39999771;-769.8000488;-446.3999634;260;26249;149.8565674;2353;4761;5904;21396;24.85;14.08078861;28.11813354;22.61837006
2025-03-28 14:04:05;DS-0012;-985.7999878;453;442;325.5;33276;210.5240479;2435;6690;7868;31595;9.47;16.04919052;25.56762695;23.6384201
2025-03-28 14:04:05;DS-0013;460.3999939;-966.5999756;-607.5999756;453;34244;273.5384216;4148;8693;11163;40351;12.15;17.54458237;23.67172241;24.64378357
2025-03-28 14:04:06;DS-0014;-336.3999939;-969.3999634;115;436;43092;20.02114487;224;648;758;4311;9.62;18.36031151;21.60263062;27.17922211
2025-03-28 14:04:08;DS-0015;-43.40000153;-936.4000244;190.1999969;452.5;25532;22.02199936;272;737;760;3106;-0.88;15.16799545;24.2515564;24.86942291
2025-03-28 14:04:08;DS-0017;-765.4000244;831.4000244;-464.3999939;418;22866;133.3400574;1559;4237;4827;23044;24.17;17.05487061;26.12609863;23.1016922
2025-03-28 14:04:13;DS-0016;-656.4000244;50.79999924;875.4000244;403.5;25107;187.5519409;2106;5960;7426;28622;30.08;18.25512123;28.55987549;22.42744446
2025-03-28 14:04:13;DS-0018;754.1999512;28.39999771;-79.19999695;498;33611;155.9723969;1913;4954;5558;25516;3.04;16.76621628;29.57458496;21.00017548
2025-03-28 14:04:13;DS-0019;332.6000061;-847.7999878;-531.5999756;515;16819;135.4604645;2102;4304;5506;21036;25.16;14.50595665;29.72640991;22.58766174
2025-03-28 14:04:15;DS-0013;285.3999939;-588.4000244;-671.1999512;437;27356;179.6554718;2782;5708;7277;26577;10.52;17.44145966;23.81210327;24.56233978
2025-03-28 14:04:16;DS-0014;-366.1999817;-899.8000488;87.40000153;441;20770;19.00184059;212;602;699;4084;9.86;19.12439346;21.76132202;27.14050293
2025-03-28 14:04:18;DS-0015;-62.60000229;-1011.400024;236.6000061;453.5;24932;21.877285;280;692;715;3187;-1.99;14.43807888;24.36294556;24.82803345
2025-03-28 14:04:18;DS-0017;-790.7999878;906.7999878;-507.4000244;416.5;31183;133.1450195;1472;4230;4899;24527;23.42;16.91080475;26.21231079;23.02558899
2025-03-28 14:04:20;DS-0012;-1036.199951;292.6000061;429;388.5;36897;150.6934052;1921;4788;5466;22112;9.87;16.2165699;25.74081421;23.51558685
2025-03-28 14:04:23;DS-0016;-351.4000244;97.59999847;299.3999939;395;23346;108.5055313;1078;3446;3955;18282;29.45;18.00084877;28.70559692;22.38071442
2025-03-28 14:04:23;DS-0019;181.2000122;-793.4000244;-547.4000244;508;42409;221.2078552;3295;7029;9228;32741;24.14;14.58542633;29.36630249;22.54894257
2025-03-28 14:04:25;DS-0013;371;-435.7999878;-749.5999756;434;30709;201.0105286;2961;6388;8171;30629;12.39;17.59886932;23.98300171;24.46086884
2025-03-28 14:04:26;DS-0014;-198;-1076.599976;173;447.5;40917;16.33403397;154;517;613;3751;9.77;19.06467247;21.7628479;27.04036713
2025-03-28 14:04:27;DS-0018;701.3999634;17.59999847;-667;497;25299;144.4957733;1832;4592;5224;23524;-2.63;17.83492279;29.6333313;20.95077515
2025-03-28 14:04:28;DS-0015;11.39999771;-1127.599976;324.5999756;450.5;40902;23.87184906;332;757;785;3186;0.58;14.47817993;24.4392395;24.77329254
2025-03-28 14:04:28;DS-0017;-739.1999512;861;-487.7999878;413.5;35652;166.9896851;2090;5307;6230;26743;23.37;16.35957718;26.37557983;22.96417236
2025-03-28 14:04:30;DS-0012;-999;408.5999756;488.3999939;403.5;30550;182.7133942;2224;5805;6750;26156;10.79;16.18349838;25.89035034;23.41011047
2025-03-28 14:04:35;DS-0013;587;-858.5999756;-868.1999512;433.5;40545;176.4717255;2732;5608;7103;25473;10.23;17.80127907;24.0776062;24.38476563
2025-03-28 14:04:36;DS-0014;-146.8000031;-1046.400024;177.1999969;452;28510;16.35290718;177;541;639;3695;10.07;18.4297905;21.87271118;26.97494507
2025-03-28 14:04:38;DS-0016;978.1999512;-65.40000916;379;390;18457;101.024353;975;3210;3908;17771;26.47;17.56343842;28.81011963;22.27924347
2025-03-28 14:04:38;DS-0018;709.4000244;-205;-278.5999756;502.5;37384;151.0142822;2179;4797;5317;21628;3.47;17.12048149;29.72106934;20.92006683
2025-03-28 14:04:38;DS-0019;15.80000019;-803.1999512;-387.3999939;497;27278;178.4599915;2763;5670;7367;25719;19.61;14.29977798;28.89251709;22.4741745
2025-03-28 14:04:39;DS-0017;-746.2000122;904.4000244;-518.5999756;411;25333;110.7454834;1248;3518;3986;19315;23.96;16.52403641;26.49154663;22.88806915
2025-03-28 14:04:40;DS-0012;-1006;420.6000061;338.4000244;409;37200;158.3130188;1586;5031;5666;27023;8.52;16.23162079;26.09481812;23.3139801
2025-03-28 14:04:43;DS-0015;27.39999771;-993.8000488;150;444.5;29123;24.35004044;309;772;787;3414;0.58;13.95759869;24.65057373;24.70119476
2025-03-28 14:04:46;DS-0014;-142.8000031;-968;255.2000122;452;22072;17.04502678;154;539;637;3931;11.24;17.99561691;21.96121216;26.92153931
2025-03-28 14:04:48;DS-0016;980;101.8000031;-430.6000061;387;37796;161.5156403;1578;5132;6392;28860;28.16;17.34797287;28.83377075;22.20314026
2025-03-28 14:04:48;DS-0018;643.7999878;-483;303.2000122;502.5;39273;183.021698;2439;5817;6483;28865;5.34;16.71893692;29.75311279;20.9040451
2025-03-28 14:04:48;DS-0019;133.5999908;-914.5999756;-367.4000244;492;24194;255.0839844;3772;8106;10587;37721;33.53;14.59071636;28.58886719;22.40341187
2025-03-28 14:04:49;DS-0017;-685.5999756;833.2000122;-492.2000122;401.5;36238;128.0925293;1458;4069;4590;22243;23.83;17.33759308;26.5838623;22.79460907
2025-03-28 14:04:50;DS-0012;-946.1999512;430;544.5999756;408.5;17649;178.1453857;1817;5661;6561;29248;18.39;16.38066483;26.2046814;23.22185516
2025-03-28 14:04:50;DS-0013;397.2000122;-663.7999878;-894.5999756;432.5;22933;253.8822174;3819;8068;10279;38819;13.93;17.12096405;24.29428101;24.24991608
2025-03-28 14:04:54;DS-0015;44.60000229;-926.1999512;207.2000122;441.5;40488;22.88400459;294;726;755;3305;3.07;14.86231899;24.81765747;24.61975098
2025-03-28 14:04:57;DS-0014;-174.4000092;-1040;143.3999939;451.5;38632;15.23293304;128;482;574;3738;10.62;18.55615807;21.96121216;26.84410095
2025-03-28 14:04:58;DS-0016;935.8000488;7.200000763;-474;388.5;53623;161.3583374;1556;5127;6363;29312;22.89;17.71937561;28.88336182;22.15507507
2025-03-28 14:04:58;DS-0018;782.2000122;89.19999695;-626.5999756;503.5;27091;142.9416656;1686;4542;5037;24095;1.48;16.73328781;29.82559204;20.87600708
2025-03-28 14:04:58;DS-0019;383.2000122;-418;-578.5999756;490;35052;166.1025085;2429;5277;6860;27249;23.37;14.48631573;28.62854004;22.36469269
2025-03-28 14:04:59;DS-0017;-692.7999878;848.5999756;-417.6000061;400.5;35987;143.935791;1714;4573;5194;24667;23.06;17.57183266;26.6746521;22.73986816
2025-03-28 14:05:00;DS-0012;-1045;479.3999939;590.5999756;417.5;19420;280.7301941;3415;8921;10788;31866;4.31;16.67669487;26.49536133;23.12705994
2025-03-28 14:05:00;DS-0013;350.4000244;-645.2000122;-969.7999878;434.5;32050;159.2127686;2417;5059;6282;26842;11.95;16.88837051;24.55673218;24.18849945
2025-03-28 14:05:04;DS-0015;-66.59999847;-989;150.1999969;443.5;43519;25.09249496;305;796;809;3673;-1.05;15.17533684;25.07858276;24.57035065
2025-03-28 14:05:08;DS-0018;842.4000244;133.8000031;-648.6000366;507.5;22671;152.1594391;1816;4834;5382;25346;2.69;17.24581528;29.83016968;20.85998535
2025-03-28 14:05:09;DS-0016;845.7999878;113;-439.5999756;391;16782;161.9309082;1612;5145;6447;28909;21.34;18.44688606;28.91387939;22.10300446
2025-03-28 14:05:09;DS-0019;739.2000122;543;-427.2000122;489;33230;188.0804749;2603;5976;7956;32395;14.68;14.50992203;29.01306152;22.32597351
2025-03-28 14:05:10;DS-0012;-999.7999878;293;376.5999756;416.5;9790;142.998291;1586;4543;5139;23325;10.16;16.67118645;26.70516968;23.01891327
2025-03-28 14:05:10;DS-0013;435.7999878;-630.8000488;-751.8000488;435.5;36575;158.3067322;2414;5031;6308;25567;10.04;17.36463356;24.71237183;24.11239624
2025-03-28 14:05:11;DS-0014;-153;-982.7999878;103.6000061;451.5;24548;15.6482029;117;496;586;3972;14.66;18.43836594;22.05276489;26.73995972
